"twitter","id_str","screen_name","twitter_name","description","followers_count","statuses_count","friends_count","created_at","location","id","bioid","name","gender","type","party"
"reprubengallego","2966570782","RepRubenGallego","Ruben Gallego","Proud representative of Arizona's 7th Congressional District",1753,556,630,"Wed Jan 07 19:31:08 +0000 2015","Phoenix, AZ","02226","G000574","Ruben Gallego","M","Congress","Democrat"
"reprwilliams","1077446982","RepRWilliams","Rep. Roger Williams","I am honored to represent the 25th Congressional District of Texas. Member of @FinancialCmte.",2545,1183,534,"Thu Jan 10 19:21:22 +0000 2013","Central Texas","02165","W000816","Roger Williams","M","Congress","Republican"
"repryancostello","2953922782","RepRyanCostello","Rep. Ryan Costello ","U.S. Rep. for PA's 6th Congressional District including portions of Berks, Chester, Lebanon & Montgomery Counties. @Transport & @HouseVetAffairs Committees",1189,409,382,"Wed Dec 31 22:38:23 +0000 2014","PA-06 ","02266","C001106","Ryan A. Costello","M","Congress","Republican"
"repryanzinke","2953494478","RepRyanZinke","Ryan Zinke","5th generation Montanan. Retired #NavySEAL Commander. Husband, father, grandfather. Played 4 #OregonDucks. Teddy Roosevelt fan. Congressman for Montana.",1867,465,739,"Wed Dec 31 17:32:01 +0000 2014","Montana","02254","Z000018","Ryan K. Zinke","M","Congress","Republican"
"repsamfarr","158398519","RepSamFarr","Congressman Sam Farr","Congressman Sam Farr represents California's Central Coast and is the Ranking Member on the House Agriculture Appropriations Subcommittee.",9117,1801,872,"Tue Jun 22 15:30:19 +0000 2010","","00368","F000030","Sam Farr","M","Congress","Democrat"
"repsamgraves","29766367","RepSamGraves","Rep. Sam Graves","",10569,6714,5117,"Wed Apr 08 17:20:43 +0000 2009","Washington, DC","01656","G000546","Sam Graves","M","Congress","Republican"
"repsandylevin","25781141","repsandylevin","Sandy Levin","Congressman Sandy Levin representing Michigan’s 9th Congressional District. Ranking Member of the House Ways and Means Committee.",17497,1561,14525,"Sun Mar 22 04:32:56 +0000 2009","","00683","L000263","Sander M. Levin","M","Congress","Democrat"
"repsanfordsc","1499993378","RepSanfordSC","Mark Sanford","Proudly representing South Carolina's First Congressional District. Find me on FB at http://t.co/B7kL7zlv7I",1890,226,253,"Tue Jun 11 01:55:44 +0000 2013","SC-01","01012","S000051","Mark Sanford","M","Congress","Republican"
"repschrader","20545793","RepSchrader","Rep. Kurt Schrader","Proudly representing Oregon's 5th Congressional District",9463,1239,671,"Tue Feb 10 21:04:21 +0000 2009","Oregon","01950","S001180","Kurt Schrader","M","Congress","Democrat"
"repscottperry","18773159","RepScottPerry","RepScottPerry","Husband, Father of two young daughters, Small Businessman and Soldier. Congressman - 4th District (PA).",5431,1786,2471,"Thu Jan 08 18:29:58 +0000 2009","","02157","P000605","Scott Perry","M","Congress","Republican"
"repscottpeters","1135486501","RepScottPeters","Rep. Scott Peters","Serving #CA52 / Armed Services & Judiciary Committees / @HouseNewDems / Innovation / Science / Environment & Climate / Military / Vets / Border / Urbanism",4855,3366,749,"Wed Jan 30 23:28:14 +0000 2013","San Diego, Poway, Coronado","02113","P000608","Scott H. Peters","M","Congress","Democrat"
"repscottrigell","221793778","RepScottRigell","Rep. Scott Rigell","It is a privilege to serve and represent Virginia's
 2nd Congressional District.",9372,3666,2623,"Wed Dec 01 16:41:57 +0000 2010","Virginia Beach, VA","02068","R000589","E. Scott Rigell","M","Congress","Republican"
"repseanduffy","234022257","RepSeanDuffy","Sean Duffy","I am a devoted husband of one, proud father of seven and the Representative for Wisconsin's Seventh District. Also at http://t.co/9KamT0WmS0.",14328,2461,2563,"Tue Jan 04 17:28:01 +0000 2011","","02072","D000614","Sean P. Duffy","M","Congress","Republican"
"repseanmaloney","1072467470","RepSeanMaloney","Sean Patrick Maloney","Proud to represent New York's 18th Congressional District",4137,1459,389,"Wed Jan 09 01:00:33 +0000 2013","Cold Spring, NY ","02150","M001185","Sean Patrick Maloney","M","Congress","Democrat"
"repshimkus","15600527","RepShimkus","John Shimkus","I represent the 15th Congressional District of Illinois and Chair the @HouseCommerce Environment & Economy Subcommittee. #tcot",12757,7488,1010,"Fri Jul 25 17:01:16 +0000 2008","DC & IL-15","01527","S000364","John Shimkus","M","Congress","Republican"
"repsinema","1080844782","RepSinema","Kyrsten Sinema","Official twitter feed of U.S. Congresswoman Kyrsten Sinema, serving Arizona's 9th District.",9553,5488,760,"Fri Jan 11 20:31:03 +0000 2013","","02099","S001191","Kyrsten Sinema","F","Congress","Democrat"
"repspeier","24913074","RepSpeier","Jackie Speier","Represents California's 14th Congressional District. House Armed Services Committee, House Permanent Select Committee on Intelligence.",14724,2353,1125,"Tue Mar 17 17:02:38 +0000 2009","","01890","S001175","Jackie Speier","F","Congress","Democrat"
"repstefanik","2962813893","RepStefanik","Rep. Elise Stefanik","Official Twitter Account for Congresswoman Elise Stefanik, proudly representing New York's 21st District.",2089,356,154,"Mon Jan 05 22:17:51 +0000 2015","","02263","S001196","Elise M. Stefanik","F","Congress","Republican"
"repstephenlynch","310310133","RepStephenLynch","Rep. Stephen Lynch","The official Twitter account of Congressman Stephen F. Lynch. Proudly serving the 8th Congressional District of Massachusetts.",5462,1022,217,"Fri Jun 03 14:48:36 +0000 2011","Washington, D.C. / Boston, MA","01686","L000562","Stephen F. Lynch","M","Congress","Democrat"
"repstevechabot","237750442","RepSteveChabot","Steve Chabot","Proudly Representing the First Congressional District of Ohio @HouseSmallBiz @HouseJudiciary & @HouseForeign",10149,1756,5898,"Thu Jan 13 15:03:08 +0000 2011","Cincinnati, Ohio","00186","C000266","Steve Chabot","M","Congress","Republican"
"repsteveisrael","20002401","RepSteveIsrael","Steve Israel","Representing New York's 3rd Congressional District in the House of Representatives.",15706,2916,660,"Tue Feb 03 20:45:30 +0000 2009","Huntington, NY","01663","I000057","Steve Israel","M","Congress","Democrat"
"repstevepearce","235271965","RepStevePearce","Steve Pearce","I represent New Mexico's Second Congressional District.  I am fighting to create jobs in NM and voice New Mexicans' other concerns in Washington.",6841,2596,694,"Fri Jan 07 19:44:44 +0000 2011","Hobbs, NM","01738","P000588","Stevan Pearce","M","Congress","Republican"
"repstevestivers","211420609","RepSteveStivers","Steve Stivers","Proud to represent the citizens of Ohio's 15th Congressional District.",9095,2014,913,"Wed Nov 03 05:57:36 +0000 2010","","02047","S001187","Steve Stivers","M","Congress","Republican"
"repstutzman","211901075","RepStutzman","Rep. Marlin Stutzman","",6222,950,234,"Thu Nov 04 16:00:16 +0000 2010","#IN03 / Washington, DC","01981","S001188","Marlin A. Stutzman","M","Congress","Republican"
"repsusandavis","432771620","RepSusanDavis","Rep. Susan Davis","Proudly representing the 53rd Congressional District of California. Serves on Armed Services and Ed & Workforce Committees",3597,871,76,"Fri Dec 09 19:22:25 +0000 2011","","01641","D000598","Susan A. Davis","F","Congress","Democrat"
"repswalwell","942156122","RepSwalwell","Rep. Eric Swalwell","East Bay Congressman (CA-15); fmr. @AlamedaCountyDA prosecutor & Dublin Councilman; @DHSGaels & @umaryland alum; proud uncle of Nolan; always good for a bad pun",8080,4311,3635,"Sun Nov 11 20:26:01 +0000 2012","East Bay & DC ","02104","S001193","Eric Swalwell","M","Congress","Democrat"
"repteddeutch","137794015","RepTedDeutch","Rep. Ted Deutch","Husband, Dad, Vegan, Congressman for Florida's 21st District on Judiciary & Foreign Affairs Committees. Sponsor of #DemocracyforAll Amendment",10010,2068,1435,"Tue Apr 27 19:51:54 +0000 2010","Boca Raton, FL","01976","D000610","Theodore E. Deutch","M","Congress","Democrat"
"reptedlieu","3044993235","RepTedLieu","Rep. Ted Lieu","Honored to represent CA33 in Congress. Serving on Budget, Oversight and Gov. Reform Committees. Democratic Freshman Class President. Lt Col. Air Force Reserves.",1414,379,1487,"Thu Feb 19 20:08:54 +0000 2015","Washington D.C. & Los Angeles","02230","L000582","Ted Lieu","M","Congress","Democrat"
"reptedyoho","1071900114","RepTedYoho","Ted Yoho","Representing Florida's 3rd Congressional District; large animal veterinarian; conservative business owner; Member of @HFACRepublicans & @HouseAgNews Committees",4682,497,327,"Tue Jan 08 20:25:18 +0000 2013","","02115","Y000065","Ted S. Yoho","M","Congress","Republican"
"repterrisewell","381152398","RepTerriSewell","Rep. Terri A. Sewell","Proud to represent the 7th Congressional District of Alabama
https://t.co/xfWvIZSjrk",8665,1833,1894,"Tue Sep 27 20:47:50 +0000 2011","Washington, DC","01988","S001185","Terri A. Sewell","F","Congress","Democrat"
"repthomasmassie","975200486","RepThomasMassie","Thomas Massie","U.S. Representative for Kentucky's 4th District",13297,1648,565,"Wed Nov 28 02:33:14 +0000 2012","","02094","M001184","Thomas Massie","M","Congress","Republican"
"repthompson","303861808","RepThompson","Mike Thompson","Rep. Mike Thompson represents California's 5th Congressional District and chairs the House Gun Violence Prevention Task Force.",3897,1034,276,"Mon May 23 14:58:06 +0000 2011","St. Helena, CA","01593","T000460","Mike Thompson","M","Congress","Democrat"
"reptimmurphy","117777832","RepTimMurphy","Rep. Tim Murphy","U.S. Congressman representing Pennsylvania's 18th District, encompassing the South Hills and portions of Greene, Washington & Westmoreland Counties.",8200,1968,471,"Fri Feb 26 15:45:58 +0000 2010","Southwestern Pennsylvania","01744","M001151","Tim Murphy","M","Congress","Republican"
"reptimryan","13491312","RepTimRyan","Congressman Tim Ryan","Congressman Tim Ryan, proudly serving Ohio's 13th District in the United States Congress",22863,2354,1661,"Thu Feb 14 21:57:32 +0000 2008","Warren, OH","01756","R000577","Tim Ryan","M","Congress","Democrat"
"reptimwalz","1262814457","RepTimWalz","Tim Walz","Teacher, Football Coach, Command Sgt. Major. Proudly representing Minnesota's First Congressional District.",2621,596,761,"Tue Mar 12 20:27:45 +0000 2013","","01856","W000799","Timothy J. Walz","M","Congress","Democrat"
"reptipton","242873057","RepTipton","Scott Tipton","Representative of Colorado's 3rd Congressional District",7530,1362,1116,"Tue Jan 25 20:01:25 +0000 2011","","01997","T000470","Scott R. Tipton","M","Congress","Republican"
"reptoddyoung","234128524","RepToddYoung","Rep. Todd Young","I serve the people of #IN09 in Congress. Contact our offices at 812-288-3999 (Jeffersonville), 812-336-3000 (Bloomington) or 202-225-5315 (Washington, DC).",8162,2380,451,"Tue Jan 04 22:35:16 +0000 2011","Indiana's 9th District","02019","Y000064","Todd C. Young","M","Congress","Republican"
"reptomemmer","2914515430","RepTomEmmer","Tom Emmer","Husband, father, hockey fan, and Congressman for Minnesota's 6th District.",1318,357,123,"Wed Dec 10 21:44:52 +0000 2014","Otsego, MN | Washington, D.C.","02253","E000294","Tom Emmer","M","Congress","Republican"
"reptomgraves","190328374","RepTomGraves","Tom Graves","Conservative Republican representing Georgia's 14th Congressional District",10381,2504,2454,"Mon Sep 13 17:36:23 +0000 2010","Washington, DC","01979","G000560","Tom Graves","M","Congress","Republican"
"reptommacarthur","2962994194","RepTomMacArthur","Tom MacArthur","Congressman for New Jersey's Third Congressional District",917,162,45,"Mon Jan 05 23:22:19 +0000 2015","","02258","M001193","Thomas MacArthur","M","Congress","Republican"
"reptommarino","240363117","RepTomMarino","Rep. Tom Marino","Proud to serve citizens of PA-10. Member on @HouseForeign @HouseHomeland @HouseJudiciary & Vice President of @NATO Parliamentary Assembly",12584,2072,1116,"Wed Jan 19 19:11:27 +0000 2011","Pennsylvania","02053","M001179","Tom Marino","M","Congress","Republican"
"reptomprice","6577802","RepTomPrice","Tom Price","Representative from Georgia's Sixth Congressional District and Chairman of the House Budget Committee.",23997,4697,2907,"Mon Jun 04 19:24:39 +0000 2007","Washington, D.C. ","01778","P000591","Tom Price","M","Congress","Republican"
"reptomreed","252819323","RepTomReed","Tom Reed","Tom Reed represents New York's 23rd Congressional District",6768,958,193,"Wed Feb 16 00:03:43 +0000 2011","","01982","R000585","Tom Reed","M","Congress","Republican"
"reptomrice","1058345042","RepTomRice","Congressman Tom Rice","Proudly representing South Carolina's 7th Congressional District. Find me on FB at http://t.co/IB00psnMmQ.",3815,438,300,"Thu Jan 03 17:35:05 +0000 2013","","02160","R000597","Tom Rice","M","Congress","Republican"
"reptrentfranks","24773493","RepTrentFranks","Rep. Trent Franks","Representing Arizona's Eighth Congressional District.",16937,1388,1906,"Mon Mar 16 21:27:49 +0000 2009","Peoria, AZ","01707","F000448","Trent Franks","M","Congress","Republican"
"repveasey","1074129612","RepVeasey","Rep. Marc Veasey","Proudly representing Fort Worth-Dallas. Born and reared in the Metroplex. Husband, father and Dallas Cowboys fan. #TX33, #DFW",4903,1470,2723,"Wed Jan 09 15:49:27 +0000 2013","Dallas-Fort Worth, Texas","02166","V000131","Marc A. Veasey","M","Congress","Democrat"
"repvisclosky","193872188","RepVisclosky","Rep. Pete Visclosky","Tweets from the Office of Congressman Pete Visclosky, proudly representing the people of Indiana's First Congressional District. Policy: http://t.co/Wi81U7L5zE",4776,1384,776,"Wed Sep 22 21:24:46 +0000 2010","Northwest, IN - Washington, DC","01188","V000108","Peter J. Visclosky","M","Congress","Democrat"
"repwalberg","237862972","RepWalberg","Rep Tim Walberg","Proudly serving the Michigan 7th District, tweet at me or join the discussion on Facebook http://t.co/W4dgfpnMav",7765,1873,745,"Thu Jan 13 20:26:26 +0000 2011","MI 7th Congressional District","01855","W000798","Tim Walberg","M","Congress","Republican"
"repwalorski","1065995022","RepWalorski","Jackie Walorski","Representing Indiana's Second Congressional District",4518,2396,699,"Sun Jan 06 15:41:40 +0000 2013","","02128","W000813","Jackie Walorski","F","Congress","Republican"
