"twitter","id_str","screen_name","twitter_name","description","followers_count","statuses_count","friends_count","created_at","location","bioid","id","name","gender","type","party","facebook","youtube","chamber"
"repdwstweets","1140648348","RepDWStweets","Rep. Wasserman Schultz","U.S. Congresswoman proudly representing the people of Florida's 23rd District in our nation's capital.",12761,3310,2336,"Fri Feb 01 20:31:25 +0000 2013","Weston & Washington","W000797","01777","Debbie Wasserman Schultz","F","Congress","Democrat","RepDWS","RepWassermanSchultz","rep"
"repebj","168502762","RepEBJ","US Rep E.B.Johnson","Rep. Eddie Bernice Johnson representing TX-30; Ranking Member of the House Committee on Science, Space and Technology; 1st Registered Nurse in Congress",30552,8245,2119,"Mon Jul 19 14:25:48 +0000 2010","Dallas, Texas","J000126","00599","Eddie Bernice Johnson","F","Congress","Democrat","CongresswomanEBJtx30","RepEddieBJohnson","rep"
"repedroyce","246769138","RepEdRoyce","Ed Royce","Proudly serving California's 39th Congressional District (#CA39). Chairman of the @HouseForeign Affairs Committee.",28622,4242,1083,"Thu Feb 03 12:40:15 +0000 2011","Fullerton, CA & Washington, DC","R000487","00998","Edward R. Royce","M","Congress","Republican","EdRoyce","RepEdRoyce","rep"
"repeliotengel","164007407","RepEliotEngel","Eliot Engel","Congressman representing parts of the Bronx and Westchester Counties in New York #NY16",23787,3809,835,"Wed Jul 07 20:34:17 +0000 2010","","E000179","00344","Eliot L. Engel","M","Congress","Democrat","RepEliotLEngel","engel2161","rep"
"reperikpaulsen","17513304","RepErikPaulsen","Rep. Erik Paulsen","Proudly serving the people of Minnesota's Third Congressional District",19945,5383,3144,"Thu Nov 20 15:28:22 +0000 2008","Minnesota's 3rd Congressional","P000594","01930","Erik Paulsen","M","Congress","Republican","CongressmanErikPaulsen","reperikpaulsen","rep"
"repespaillat","817076257770835968","RepEspaillat","Adriano Espaillat","U. S. Representative proudly serving New York’s 13th Congressional District. Follow my work in Washington and #NY13",10805,5579,1251,"Thu Jan 05 18:32:15 +0000 2017","https://www.facebook.com/Congr","E000297",NA,"Adriano Espaillat","M","Congress","Democrat","RepEspaillat",NA,"rep"
"repesty","1060984272","RepEsty","Elizabeth Esty","Mom, community advocate, and U.S. Representative for Connecticut's 5th Congressional District. This is the official account for my Congressional office.",22283,6177,1445,"Fri Jan 04 17:36:04 +0000 2013","Cheshire, CT","E000293","02114","Elizabeth H. Esty","F","Congress","Democrat","RepEsty","RepEsty","rep"
"repevanjenkins","2953713339","RepEvanJenkins","Rep. Evan Jenkins","I'm honored to represent the people of West Virginia's 3rd Congressional District in Congress.",7715,2777,608,"Wed Dec 31 20:52:52 +0000 2014","West Virginia","J000297","02278","Evan H. Jenkins","M","Congress","Republican","RepEvanJenkins",NA,"rep"
"repfilemonvela","1083448909","RepFilemonVela","US Rep. Filemon Vela","U.S. Congressman for the 34th District of Texas - Privileged to represent South Texans.",12927,1328,376,"Sat Jan 12 16:24:06 +0000 2013","District 34, Texas","V000132","02167","Filemon Vela","M","Congress","Democrat","USCongressmanFilemonVela","RepFilemonVela","rep"
"repfranklucas","242772524","RepFrankLucas","Frank Lucas","Fifth generation Oklahoman proudly representing the Third Congressional District of Oklahoma.",16279,665,241,"Tue Jan 25 15:24:07 +0000 2011","","L000491","00711","Frank D. Lucas","M","Congress","Republican","RepFrankLucas","RepFrankLucas","rep"
"repfredupton","124224165","RepFredUpton","Fred Upton","Call me Fred. Husband, Dad, & proud to represent #MI06. Chair of #SubEnergy.  Instagram: https://t.co/IsaEh1ZsLm",22706,5487,2012,"Thu Mar 18 17:34:35 +0000 2010","St. Joseph, Michigan","U000031","01177","Fred Upton","M","Congress","Republican","RepFredUpton","RepFredUpton","rep"
"repfrenchhill","2953974395","RepFrenchHill","French Hill","Official account for Rep French Hill. Ninth generation Arkansan and Little Rock businessman proudly representing Arkansas's Second Congressional District. #AR2",12126,1754,730,"Wed Dec 31 23:54:58 +0000 2014","Washington, DC","H001072","02223","J. French Hill","M","Congress","Republican","RepFrenchHill",NA,"rep"
"repgallagher","815966620300480514","RepGallagher","Rep. Mike Gallagher","Green Bay Native, Marine Veteran, and Eisenhower Nerd proudly representing #WI08 in Congress. #GoPackGo. 

https://t.co/D2ANAop3fA",9759,1536,355,"Mon Jan 02 17:02:57 +0000 2017","Green Bay, WI","G000579",NA,"Mike Gallagher","M","Congress","Republican","RepMikeGallagher",NA,"rep"
"repgaramendi","88806753","RepGaramendi","John Garamendi","Congressman for California's 3rd Congressional District, former Lieutenant Governor, Insurance Commissioner, Deputy Interior Secretary, state legislator",25375,12357,9034,"Tue Nov 10 00:31:12 +0000 2009","Walnut Grove, CA","G000559","01973","John Garamendi","M","Congress","Democrat","repgaramendi","garamendiCA10","rep"
"repgarretgraves","2951574214","RepGarretGraves","Rep. Garret Graves","Official Twitter Page of Congressman Garret Graves (LA06)",8564,3031,899,"Tue Dec 30 17:51:24 +0000 2014","Follow us on Facebook: ","G000577","02245","Garret Graves","M","Congress","Republican","CongressmanGarretGraves",NA,"rep"
"repgenegreen","111635527","RepGeneGreen","Rep. Gene Green","Proudly serving the 29th Congressional District of Texas | Ranking Member of @EnergyCommerce Subcommittee on Health | Proud @UHouston Alum",17826,2771,646,"Fri Feb 05 16:37:13 +0000 2010","Houston, TX","G000410","00462","Gene Green","M","Congress","Democrat","RepGeneGreen","RepGeneGreen","rep"
"repgonzalez","818536152588238849","RepGonzalez","Rep. Vicente Gonzalez","Proudly representing the 15th District of Texas in U.S. Congress   #TX15GettingItRight",2993,697,195,"Mon Jan 09 19:13:21 +0000 2017","","G000581",NA,"Vicente Gonzalez","M","Congress","Democrat","USCongressmanVicenteGonzalez",NA,"rep"
"repgoodlatte","37920978","RepGoodlatte","Bob Goodlatte","Proudly representing the Sixth Congressional District of Virginia in the U.S. House of Representatives. Chair of @HouseJudiciary. #VA06",70387,6197,598,"Tue May 05 13:18:55 +0000 2009","Roanoke, VA","G000289","00446","Bob Goodlatte","M","Congress","Republican","BobGoodlatte","RepBobGoodlatte","rep"
"repgosar","240760644","RepGosar","Rep. Paul Gosar, DDS","U.S. Representative for Arizona's Fourth Congressional District. Chairman of @westerncaucus. Chairman of the Subcommittee on Energy & Minerals @NatResources.",39683,8927,4497,"Thu Jan 20 17:44:27 +0000 2011","","G000565","01992","Paul A. Gosar","M","Congress","Republican","repgosar","repgosar","rep"
"repgracemeng","1051127714","RepGraceMeng","Grace Meng","Representing NY's 6th Congressional District - Parts of West, Central and Northeast Queens.

For specific questions or concerns, please contact my office.",22643,4017,689,"Mon Dec 31 20:28:41 +0000 2012","","M001188","02148","Grace Meng","F","Congress","Democrat","repgracemeng",NA,"rep"
"repgregorymeeks","22812754","RepGregoryMeeks","Gregory Meeks","Proudly serving the people of the 5th Congressional District of New York. For media inquiries, please contact andrei.vasilescu@mail.house.gov",23992,4257,831,"Wed Mar 04 18:36:27 +0000 2009","Queens, New York","M001137","01506","Gregory W. Meeks","M","Congress","Democrat","gregorymeeksny05","gwmeeks","rep"
"repgregwalden","32010840","repgregwalden","Rep. Greg Walden","Proudly serving the people of Oregon's Second Congressional District. Chairman of @HouseCommerce",25905,2265,175,"Thu Apr 16 17:31:34 +0000 2009","Oregon","W000791","01596","Greg Walden","M","Congress","Republican","repgregwalden","RepGregWalden","rep"
"repgrothman","2976606250","RepGrothman","Rep. Glenn Grothman","U.S. Congressman (WI-06)",5173,1334,210,"Tue Jan 13 15:08:48 +0000 2015","Washington, D.C.","G000576","02276","Glenn Grothman","M","Congress","Republican","RepGrothman",NA,"rep"
"repgusbilirakis","26051676","RepGusBilirakis","Gus Bilirakis","Congressman for Florida’s 12th Congressional District, Committees: @HouseCommerce @HouseVetAffairs",26789,5406,1184,"Mon Mar 23 17:56:32 +0000 2009","Palm Harbor, Fla.","B001257","01838","Gus M. Bilirakis","M","Congress","Republican","GusBilirakis","RepGusBilirakis","rep"
"repguthrie","1908143071","RepGuthrie","Rep. Brett Guthrie","Fighting for conservative values in Washington while representing the people of Kentucky's 2nd Congressional District",14234,764,222,"Thu Sep 26 14:37:17 +0000 2013","Kentucky's Second District","G000558","01922","Brett Guthrie","M","Congress","Republican","CongressmanGuthrie","BrettGuthrie","rep"
"repgutierrez","36948268","RepGutierrez","Luis V. Gutierrez","I fight for the American dream as a Member of Congress representing the 4th District of IL. More at: https://t.co/6Cv6glBAXt",80238,6024,1413,"Fri May 01 14:03:50 +0000 2009","Chicago and DC","G000535","00478","Luis V. Gutiérrez","M","Congress","Democrat","RepGutierrez","repluisgutierrez","rep"
"repgwenmoore","22669526","RepGwenMoore","Rep. Gwen Moore","Honored to represent Wisconsin’s 4th Congressional District. Proud mother, grandmother & great-grandmother. Loves poetry reading, knitting & crocheting.",30859,6065,2696,"Tue Mar 03 20:02:57 +0000 2009","Washington, DC","M001160","01811","Gwen Moore","F","Congress","Democrat","GwenSMoore","RepGwenMoore","rep"
"rephalrogers","550401754","RepHalRogers","Hal Rogers","Representing the people of Southern and Eastern Kentucky and serving as Chairman of the U.S. House Appropriations Subcommittee on State and Foreign Operations",14577,3519,724,"Tue Apr 10 19:59:22 +0000 2012","Somerset, KY","R000395","00977","Harold Rogers","M","Congress","Republican","CongressmanHalRogers","RepHalRogers","rep"
"rephanabusa","235373000","RepHanabusa","Colleen Hanabusa","Proudly Representing Hawaii's First Congressional District",11701,2247,2192,"Sat Jan 08 01:13:45 +0000 2011","Washington, D.C.","H001050","02010","Colleen Hanabusa","F","Congress","Democrat","RepColleenHanabusa",NA,"rep"
"rephankjohnson","24745957","RepHankJohnson","Rep. Hank Johnson","I fight for justice, civil rights and working people.",30258,4675,813,"Mon Mar 16 18:52:49 +0000 2009","Lithonia, GA; Washington","J000288","01843","Henry C. ""Hank"" Johnson, Jr.","M","Congress","Democrat","115356957005","RepHankJohnson","rep"
"rephartzler","237763317","RepHartzler","Rep. Vicky Hartzler","I serve the hardworking Missourians of #MO4. Working to reduce big govt. burden & unleash American spirit. On Armed Services and Agriculture Committees.",19578,6259,1049,"Thu Jan 13 15:38:52 +0000 2011","Harrisonville, Missouri","H001053","02032","Vicky Hartzler","F","Congress","Republican","Congresswoman.Hartzler","repvickyhartzler","rep"
"rephastingsfl","2433737761","RepHastingsFL","Alcee L. Hastings","Congressman Alcee L. Hastings represents parts of Broward and Palm Beach counties in the U.S. House of Representatives.",21740,1168,250,"Tue Apr 08 14:53:21 +0000 2014","Florida 20th","H000324","00511","Alcee L. Hastings","M","Congress","Democrat","95696782238","RepAlceeHastings","rep"
"rephensarling","18566912","RepHensarling","Jeb Hensarling","Fighting to control spending & tax increases while advancing the principles of family, free enterprise, and freedom. @FinancialCmte Chairman.",25382,1067,706,"Fri Jan 02 23:08:57 +0000 2009","Washington, D.C.","H001036","01749","Jeb Hensarling","M","Congress","Republican","RepHensarling","repjebhensarling","rep"
"repholding","1058460818","RepHolding","George Holding","Official Twitter account for Congressman George Holding, representing North Carolina's 2nd Congressional District.",13553,699,250,"Thu Jan 03 18:27:36 +0000 2013","","H001065","02143","George Holding","M","Congress","Republican","CongressmanGeorgeHolding","repholding","rep"
"rephuffman","1071102246","RepHuffman","Rep. Jared Huffman","Congressman for California's North Coast. On Facebook at https://t.co/a4QfL2Jw5p.   Listen to my brand new podcast at https://t.co/XDE8MuHKxF",26492,2152,821,"Tue Jan 08 14:52:00 +0000 2013","California's North Coast","H001068","02101","Jared Huffman","M","Congress","Democrat","RepHuffman","rephuffman","rep"
"rephuizenga","233949261","RepHuizenga","Rep. Bill Huizenga","I serve the people of the 2nd District of Michigan. Member of Financial Services Committee. Father of 5. Visit http://t.co/Rj7T6mD76d for even more!",17799,5997,4784,"Tue Jan 04 14:01:28 +0000 2011","2nd District, MI","H001058","02028","Bill Huizenga","M","Congress","Republican","RepHuizenga","RepHuizenga","rep"
"rephultgren","237814920","RepHultgren","Rep. Randy Hultgren","Member of Congress proudly representing IL-14. Member: @HouseScience @FinancialCmte Committees. Co-Chairman: @TLHumanRights. FB profile: http://t.co/cAzY81jGee",19399,4918,1901,"Thu Jan 13 18:03:42 +0000 2011","","H001059","02015","Randy Hultgren","M","Congress","Republican","RepHultgren","rephultgren","rep"
"repjackbergman","815241612154417152","RepJackBergman","Rep. Jack Bergman","Rep. of Michigan's beautiful 1st District, Lt. General, USMC (ret), Yooper, Pilot for Northwest, Proud Grandfather of eight grandchildren.",5406,754,364,"Sat Dec 31 17:02:01 +0000 2016","","B001301",NA,"Jack Bergman","M","Congress","Republican","RepJackBergman","RepJackBergman","rep"
"repjackyrosen","818554054309715969","RepJackyRosen","Rep. Jacky Rosen","Congresswoman representing Nevada's 3rd District. #ProblemSolver. Computer programmer. Former synagogue president. #NV03",8003,2255,181,"Mon Jan 09 20:24:29 +0000 2017","Las Vegas, NV","R000608",NA,"Jacky Rosen","F","Congress","Democrat","RepJackyRosen",NA,"rep"
"repjaredpolis","463132556","RepJaredPolis","Rep. Jared Polis","Official Twitter home of Rep. Jared Polis, proudly Representing Colorado's Second District. Dad. Entrepreneur. Educator. Rockies fan.",15350,2780,975,"Fri Jan 13 19:19:17 +0000 2012","Boulder, CO","P000598","01910","Jared Polis","M","Congress","Democrat","jaredpolis","JaredPolis31275","rep"
"repjasonlewis","816047090849746945","RepJasonLewis","Jason Lewis","Proudly representing #MN02. 

Fighting for a better future for our kids and a government that works for you.",8217,892,87,"Mon Jan 02 22:22:42 +0000 2017","","L000587",NA,"Jason Lewis","M","Congress","Republican","RepJasonLewis",NA,"rep"
"repjasonsmith","1623308912","RepJasonSmith","Rep. Jason Smith","Honored to represent the families of Missouri's 8th Congressional District in the United States House of Representatives.",28746,2908,981,"Fri Jul 26 16:13:03 +0000 2013","MO-08","S001195","02191","Jason Smith","M","Congress","Republican","repjasonsmith","RepJasonSmith","rep"
"repjayapal","815733290955112448","RepJayapal","Rep. Pramila Jayapal","Congresswoman & lifelong organizer. Proudly serving WA-07. First Vice Chair @USProgressives, Senior Whip, Budget Vice Ranking. https://t.co/d22w0Bpl8R",61736,11263,2419,"Mon Jan 02 01:35:46 +0000 2017","Seattle, WA","J000298",NA,"Pramila Jayapal","F","Congress","Democrat","RepJayapal",NA,"rep"
"repjeffdenham","248699486","RepJeffDenham","Jeff Denham","Working for the people of California's 10th district in the U.S. House of Representatives. http://t.co/8CkNyoIDFU",22299,2839,1792,"Mon Feb 07 15:01:35 +0000 2011","Modesto, CA","D000612","01995","Jeff Denham","M","Congress","Republican","RepJeffDenham","repjeffdenham","rep"
"repjeffduncan","240393970","RepJeffDuncan","Rep. Jeff Duncan","Christian, husband, father, small business owner. Lover of football & the outdoors. Employee for the people of SC's Third Congressional District. Call me Jeff.",55153,7816,17530,"Wed Jan 19 20:45:16 +0000 2011","Laurens, SC","D000615","02057","Jeff Duncan","M","Congress","Republican","RepJeffDuncan","congjeffduncan","rep"
"repjeffries","467823431","RepJeffries","Hakeem Jeffries","Member of Congress, House Democratic Leadership, Judiciary and Budget Committee. Proudly Represent Brooklyn & Queens in the 8th Congressional District.",55938,2908,1131,"Wed Jan 18 21:54:44 +0000 2012","","J000294","02149","Hakeem S. Jeffries","M","Congress","Democrat","RepHakeemJeffries",NA,"rep"
"repjenniffer","819744763020775425","RepJenniffer","Jenniffer González","Proudly representing the 3.4 million U.S. citizens of Puerto Rico in Congress. Member of @NatResources, @HouseVetAffairs, @HouseSmallBiz, and @HouseGOP.",8277,3173,578,"Fri Jan 13 03:15:56 +0000 2017","Washington, DC and Puerto Rico","G000582",NA,"Jenniffer González-Colón","F","Congress","Republican","RepJennifferGonzalezColon",NA,"rep"
